Number,Date,Site,Trap,Sex,Family,Genus,Species,Binomial,Notes
9678,7/21/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9679,7/21/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9680,7/21/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9681,7/21/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9682,7/21/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9683,7/21/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9684,7/21/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9685,7/21/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9686,7/21/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9687,7/21/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9688,7/21/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9689,7/21/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9690,7/21/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9691,7/21/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9692,7/21/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9693,7/21/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9694,7/21/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9695,7/21/2016,Kaldenberg,Bowls,F,Colletidae,Hylaeus,,Hylaeus spp.,
9696,7/21/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9697,7/21/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9698,7/21/2016,Kaldenberg,Bowls,F,Halictidae,Hylaeus,,Hylaeus spp.,
9699,7/21/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9700,7/21/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9701,7/21/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9702,7/21/2016,Kaldenberg,NT,M,Apidae,Bombus,griseocollis,Bombus griseocollis,
9703,7/21/2016,Kaldenberg,NT,F,Apidae,Bombus,griseocollis,Bombus griseocollis,
9704,7/21/2016,Kaldenberg,NT,F,Apidae,Svastra,obliqua,Svastra obliqua,
9705,7/21/2016,Kaldenberg,NT,F,Apidae,Bombus,griseocollis,Bombus griseocollis,
9706,7/21/2016,Kaldenberg,NT,M,Halictidae,Halictus,rubicundus,Halictus rubicundus,
9707,7/21/2016,Kaldenberg,NT,M,Halictidae,Halictus,rubicundus,Halictus rubicundus,
9708,7/21/2016,Kaldenberg,NT,M,Halictidae,Halictus,rubicundus,Halictus rubicundus,
9709,7/21/2016,Kaldenberg,NT,F,Halictidae,Halictus,ligatus,Halictus ligatus,
9710,7/21/2016,Kaldenberg,NT,F,Halictidae,Halictus,ligatus,Halictus ligatus,
9711,7/21/2016,Kaldenberg,NT,F,Halictidae,Halictus,ligatus,Halictus ligatus,
9712,7/21/2016,Kaldenberg,NT,F,Halictidae,Halictus,ligatus,Halictus ligatus,
9713,7/21/2016,Kaldenberg,NT,F,Halictidae,Halictus,ligatus,Halictus ligatus,
9714,7/21/2016,Kaldenberg,NT,F,Halictidae,Halictus,ligatus,Halictus ligatus,
9715,7/21/2016,Kaldenberg,NT,M,Halictidae,Halictus,ligatus,Halictus ligatus,
9716,7/21/2016,Kaldenberg,NT,F,Halictidae,Augochlorella,aurata,Augochlorella aurata,
9717,7/21/2016,Kaldenberg,NT,F,Halictidae,Augochlorella,aurata,Augochlorella aurata,
9718,7/21/2016,Kaldenberg,NT,F,Halictidae,Augochlorella,aurata,Augochlorella aurata,
9719,7/21/2016,Kaldenberg,NT,F,Halictidae,Augochlorella,aurata,Augochlorella aurata,
9720,7/21/2016,Kaldenberg,NT,F,Halictidae,Augochlorella,aurata,Augochlorella aurata,
9721,7/21/2016,Kaldenberg,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9722,7/21/2016,Kaldenberg,NT,M,Halictidae,Halictus,ligatus,Halictus ligatus,
9723,7/21/2016,Kaldenberg,NT,M,Halictidae,Halictus,ligatus,Halictus ligatus,
9724,7/21/2016,Kaldenberg,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9725,7/21/2016,Kaldenberg,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9726,7/21/2016,Kaldenberg,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9727,7/21/2016,Kaldenberg,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9728,7/21/2016,Kaldenberg,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9729,7/21/2016,Kaldenberg,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9730,7/21/2016,Kaldenberg,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9731,7/21/2016,Kaldenberg,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9732,7/21/2016,Kaldenberg,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9733,7/21/2016,Kaldenberg,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9734,7/21/2016,Kaldenberg,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9735,7/21/2016,Kaldenberg,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9736,7/21/2016,Kaldenberg,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9737,7/21/2016,Kaldenberg,NT,F,Colletidae,Hylaeus,,Hylaeus spp.,
9738,7/21/2016,Kaldenberg,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9739,7/21/2016,Kaldenberg,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9740,7/21/2016,Kaldenberg,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9741,7/21/2016,Kaldenberg,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9742,7/21/2016,Kaldenberg,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9743,7/21/2016,Kaldenberg,NT,F,Colletidae,Hylaeus,,Hylaeus spp.,
9744,7/21/2016,Kaldenberg,NT,F,Colletidae,Hylaeus,,Hylaeus spp.,
9745,7/21/2016,Kaldenberg,NT,F,Colletidae,Hylaeus,,Hylaeus spp.,
9746,7/21/2016,Kaldenberg,NT,F,Colletidae,Hylaeus,,Hylaeus spp.,
9747,7/21/2016,Kaldenberg,NT,F,Colletidae,Hylaeus,,Hylaeus spp.,
9748,7/21/2016,Kaldenberg,Emergence,F,Halictidae,Halictus,ligatus,Halictus ligatus,
9749,7/21/2016,Kaldenberg,Emergence,,Wasp,,,,
9750,7/22/2016,McClellan,Blue vane,F,Apidae,Melissodes,bimaculata,Melissodes bimaculata,
9751,7/22/2016,McClellan,Blue vane,F,Apidae,Melissodes,bimaculata,Melissodes bimaculata,
9752,7/22/2016,McClellan,Blue vane,F,Apidae,Melissodes,bimaculata,Melissodes bimaculata,
9753,7/22/2016,McClellan,Blue vane,F,Apidae,Melissodes,bimaculata,Melissodes bimaculata,
9754,7/22/2016,McClellan,Blue vane,F,Apidae,Melissodes,trinodis,Melissodes trinodis,
9755,7/22/2016,McClellan,Blue vane,F,Halictidae,Agapostemon,virescens,Agapostemon virescens,
9756,7/22/2016,McClellan,Blue vane,F,Halictidae,Agapostemon,virescens,Agapostemon virescens,
9757,7/22/2016,McClellan,Blue vane,F,Halictidae,Agapostemon,virescens,Agapostemon virescens,
9758,7/22/2016,McClellan,Blue vane,F,Halictidae,Agapostemon,virescens,Agapostemon virescens,
9759,7/22/2016,McClellan,Blue vane,F,Halictidae,Agapostemon,texanus,Agapostemon texanus,
9760,7/22/2016,McClellan,Blue vane,F,Halictidae,Halictus,ligatus,Halictus ligatus,
9761,7/22/2016,McClellan,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9762,7/22/2016,McClellan,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9763,7/22/2016,McClellan,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9764,7/22/2016,McClellan,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9765,7/22/2016,McClellan,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9766,7/22/2016,McClellan,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9767,7/22/2016,McClellan,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9768,7/22/2016,McClellan,Bowls,F,Apidae,Bombus,pensylvanicus,Bombus pensylvanicus,
9769,7/22/2016,McClellan,Bowls,F,Apidae,Melissodes,bimaculata,Melissodes bimaculata,
9770,7/22/2016,McClellan,Bowls,F,Apidae,Melissodes,bimaculata,Melissodes bimaculata,
9771,7/22/2016,McClellan,Bowls,F,Halictidae,Agapostemon,virescens,Agapostemon virescens,
9772,7/22/2016,McClellan,Bowls,F,Halictidae,Agapostemon,virescens,Agapostemon virescens,
9773,7/22/2016,McClellan,Bowls,F,Halictidae,Agapostemon,virescens,Agapostemon virescens,
9774,7/22/2016,McClellan,Bowls,F,Halictidae,Augochlorella,aurata,Augochlorella aurata,
9775,7/22/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9776,7/22/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9777,7/22/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9778,7/22/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9779,7/22/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9780,7/22/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9781,7/22/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9782,7/22/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9783,7/22/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9784,7/22/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9785,7/22/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9786,7/22/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9787,7/22/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9788,7/22/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9789,7/22/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9790,7/22/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9791,7/22/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9792,7/22/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9793,7/22/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9794,7/22/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9795,7/22/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9796,7/22/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9797,7/22/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9798,7/22/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9799,7/22/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9800,7/22/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9801,7/22/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9802,7/22/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9803,7/22/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9804,7/22/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9805,7/22/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9806,7/22/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9807,7/22/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9808,7/22/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9809,7/22/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9810,7/22/2016,McClellan,NT,F,Halictidae,Augochloropsis,metallica,Augochloropsis metallica,
9811,7/22/2016,McClellan,NT,M,Halictidae,Halictus,ligatus,Halictus ligatus,
9812,7/22/2016,McClellan,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9813,7/22/2016,McClellan,NT,M,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9814,7/22/2016,McClellan,NT,M,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9815,7/22/2016,McClellan,Emergence,F,Andrenidae,Andrena,cressonii cressonii,Andrena cressonii cressonii,
9816,7/22/2016,McClellan,Emergence,F,Andrenidae,Andrena,cressonii cressonii,Andrena cressonii cressonii,
9817,7/22/2016,McClellan,Emergence,F,Andrenidae,Andrena,cressonii cressonii,Andrena cressonii cressonii,
9818,7/22/2016,McClellan,Emergence,F,Andrenidae,Andrena,cressonii cressonii,Andrena cressonii cressonii,
9819,7/22/2016,McClellan,Emergence,F,Andrenidae,Andrena,cressonii cressonii,Andrena cressonii cressonii,
9820,7/25/2016,Sloan,Blue vane,F,Apidae,Melissodes,bimaculata,Melissodes bimaculata,
9821,7/25/2016,Sloan,Blue vane,F,Apidae,Melissodes,bimaculata,Melissodes bimaculata,
9822,7/25/2016,Sloan,Blue vane,F,Apidae,Melissodes,bimaculata,Melissodes bimaculata,
9823,7/25/2016,Sloan,Blue vane,F,Apidae,Melissodes,bimaculata,Melissodes bimaculata,
9824,7/25/2016,Sloan,Blue vane,F,Apidae,Melissodes,bimaculata,Melissodes bimaculata,
9825,7/25/2016,Sloan,Blue vane,F,Apidae,Melissodes,bimaculata,Melissodes bimaculata,
9826,7/25/2016,Sloan,Blue vane,F,Apidae,Melissodes,bimaculata,Melissodes bimaculata,
9827,7/25/2016,Sloan,Blue vane,F,Apidae,Melissodes,bimaculata,Melissodes bimaculata,
9828,7/25/2016,Sloan,Blue vane,F,Apidae,Melissodes,bimaculata,Melissodes bimaculata,
9829,7/25/2016,Sloan,Blue vane,F,Apidae,Melissodes,bimaculata,Melissodes bimaculata,
9830,7/25/2016,Sloan,Blue vane,F,Apidae,Melissodes,bimaculata,Melissodes bimaculata,
9831,7/25/2016,Sloan,Blue vane,F,Apidae,Melissodes,bimaculata,Melissodes bimaculata,
9832,7/25/2016,Sloan,Blue vane,F,Apidae,Melissodes,bimaculata,Melissodes bimaculata,
9833,7/25/2016,Sloan,Blue vane,F,Apidae,Melissodes,bimaculata,Melissodes bimaculata,
9834,7/25/2016,Sloan,Blue vane,F,Apidae,Apis,mellifera,Apis mellifera,
9835,7/25/2016,Sloan,Blue vane,M,Apidae,Melissodes,bimaculata,Melissodes bimaculata,
9836,7/25/2016,Sloan,Blue vane,M,Apidae,Melissodes,bimaculata,Melissodes bimaculata,
9837,7/25/2016,Sloan,Blue vane,F,Halictidae,Lasioglossum s.s.,leucozonium,Lasioglossum s.s. leucozonium,
9838,7/25/2016,Sloan,Blue vane,F,Halictidae,Lasioglossum s.s.,leucozonium,Lasioglossum s.s. leucozonium,
9839,7/25/2016,Sloan,Blue vane,F,Halictidae,Lasioglossum s.s.,leucozonium,Lasioglossum s.s. leucozonium,
9840,7/25/2016,Sloan,Blue vane,F,Apidae,Ceratina,,Ceratina spp.,
9841,7/25/2016,Sloan,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9842,7/25/2016,Sloan,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9843,7/25/2016,Sloan,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9844,7/25/2016,Sloan,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9845,7/25/2016,Sloan,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9846,7/25/2016,Sloan,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9847,7/25/2016,Sloan,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9848,7/25/2016,Sloan,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9849,7/25/2016,Sloan,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9850,7/25/2016,Sloan,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9851,7/25/2016,Sloan,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9852,7/25/2016,Sloan,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9853,7/25/2016,Sloan,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9854,7/25/2016,Sloan,Blue vane,F,Halictidae,Augochlorella,aurata,Augochlorella aurata,
9855,7/25/2016,Sloan,Blue vane,F,Halictidae,Lasioglossum (Evylaeus),pectorale,Lasioglossum (Evylaeus) pectorale,
9856,7/25/2016,Sloan,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9857,7/25/2016,Sloan,Bowls,F,Apidae,Melissodes,bimaculata,Melissodes bimaculata,
9858,7/25/2016,Sloan,Bowls,F,Apidae,Melissodes,bimaculata,Melissodes bimaculata,
9859,7/25/2016,Sloan,Bowls,F,Apidae,Melissodes,bimaculata,Melissodes bimaculata,
9860,7/25/2016,Sloan,Bowls,F,Apidae,Melissodes,bimaculata,Melissodes bimaculata,
9861,7/25/2016,Sloan,Bowls,F,Apidae,Melissodes,bimaculata,Melissodes bimaculata,
9862,7/25/2016,Sloan,Bowls,F,Apidae,Melissodes,bimaculata,Melissodes bimaculata,
9863,7/25/2016,Sloan,Bowls,F,Apidae,Melissodes,bimaculata,Melissodes bimaculata,
9864,7/25/2016,Sloan,Bowls,M,Apidae,Melissodes,bimaculata,Melissodes bimaculata,
9865,7/25/2016,Sloan,Bowls,F,Halictidae,Halictus,parallelus,Halictus parallelus,
9866,7/25/2016,Sloan,Bowls,F,Halictidae,Agapostemon,splendens,Agapostemon splendens,
9867,7/25/2016,Sloan,Bowls,F,Halictidae,Agapostemon,texanus,Agapostemon texanus,
9868,7/25/2016,Sloan,Bowls,F,Halictidae,Agapostemon,virescens,Agapostemon virescens,
9869,7/25/2016,Sloan,Bowls,F,Halictidae,Lasioglossum s.s.,cinctipes,Lasioglossum s.s. cinctipes,
9870,7/25/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9871,7/25/2016,Sloan,Bowls,F,Halictidae,Halictus,confusus,Halictus confusus,
9872,7/25/2016,Sloan,Bowls,F,Halictidae,Augochlorella,aurata,Augochlorella aurata,
9873,7/25/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9874,7/25/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9875,7/25/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9876,7/25/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9877,7/25/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9878,7/25/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9879,7/25/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9880,7/25/2016,Sloan,Bowls,M,Apidae,Ceratina,dupla,Ceratina dupla,
9881,7/25/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9882,7/25/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9883,7/25/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9884,7/25/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9885,7/25/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9886,7/25/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9887,7/25/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9888,7/25/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9889,7/25/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9890,7/25/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9891,7/25/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9892,7/25/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9893,7/25/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9894,7/25/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9895,7/25/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9896,7/25/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9897,7/25/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9898,7/25/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9899,7/25/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9900,7/25/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9901,7/25/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9902,7/25/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9903,7/25/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9904,7/25/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9905,7/25/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9906,7/25/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9907,7/25/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9908,7/25/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9909,7/25/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9910,7/25/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9911,7/25/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9912,7/25/2016,Sloan,NT,F,Halictidae,Halictus,ligatus,Halictus ligatus,
9913,7/25/2016,Sloan,NT,F,Halictidae,Halictus,ligatus,Halictus ligatus,
9914,7/25/2016,Sloan,NT,F,Halictidae,Halictus,ligatus,Halictus ligatus,
9915,7/25/2016,Sloan,NT,F,Halictidae,Halictus,ligatus,Halictus ligatus,
9916,7/25/2016,Sloan,NT,M,Halictidae,Halictus,ligatus,Halictus ligatus,
9917,7/25/2016,Sloan,NT,M,Halictidae,Halictus,ligatus,Halictus ligatus,
9918,7/25/2016,Sloan,NT,M,Halictidae,Halictus,ligatus,Halictus ligatus,
